dispositif,nombre_demandes_deposees,nombre_salaries_concernes,nombre_heures_demandees,nombre_etablissements_concernes,reg,libelle_region,code_section_nace17,libelle_section_nace17,date_maj
Activite Partielle,2700.00,11195.00,4778615.00,2405.00,75,Nouvelle-Aquitaine,AZ,"Agriculture, sylviculture et pêche",2020-06-23
Activite Partielle,3175.00,29150.00,12461785.00,2945.00,75,Nouvelle-Aquitaine,C1,Fabr. de denrées alimentaires - boissons et prod. à base de tabac de boissons et de produits à base de tabac,2020-06-23
Activite Partielle,700.00,24920.00,11834865.00,625.00,75,Nouvelle-Aquitaine,C3,Fabr. d'équipements ; fabrication de machines,2020-06-23
Activite Partielle,255.00,27155.00,13576875.00,220.00,75,Nouvelle-Aquitaine,C4,Fabrication de matériels de transport,2020-06-23
Activite Partielle,5855.00,101300.00,48412010.00,5230.00,75,Nouvelle-Aquitaine,C5,Fabrication d'autres produits indus.,2020-06-23
Activite Partielle,895.00,10370.00,4574350.00,855.00,75,Nouvelle-Aquitaine,DE,Industries extractives,2020-06-23
Activite Partielle,17060.00,123745.00,66135225.00,15935.00,75,Nouvelle-Aquitaine,FZ,Construction,2020-06-23
Activite Partielle,28875.00,178205.00,91767610.00,27050.00,75,Nouvelle-Aquitaine,GZ,Commerce,2020-06-23
Activite Partielle,3310.00,64650.00,29347110.00,3030.00,75,Nouvelle-Aquitaine,HZ,Transports et entreposage,2020-06-23
Activite Partielle,14160.00,87905.00,51151495.00,12775.00,75,Nouvelle-Aquitaine,IZ,Hébergement et restauration,2020-06-23
Activite Partielle,1860.00,17860.00,7787010.00,1645.00,75,Nouvelle-Aquitaine,JZ,Information et communication,2020-06-23
Activite Partielle,3970.00,17780.00,8080085.00,3685.00,75,Nouvelle-Aquitaine,KZ,Act. financières et d'assurance,2020-06-23
Activite Partielle,3025.00,11275.00,5719565.00,2840.00,75,Nouvelle-Aquitaine,LZ,Activités immobilières,2020-06-23
Activite Partielle,16345.00,189805.00,71214925.00,14890.00,75,Nouvelle-Aquitaine,MN,Act. scientif. et tech. ; services admin. et de soutien,2020-06-23
Activite Partielle,10180.00,87345.00,29427520.00,9115.00,75,Nouvelle-Aquitaine,OQ,"Admin. publique - enseignement, santé humaine et action sociale",2020-06-23
Activite Partielle,13965.00,63970.00,23287540.00,11920.00,75,Nouvelle-Aquitaine,RU,Autres activités de services,2020-06-23
Activite Partielle,1810.00,5995.00,2505400.00,1655.00,76,Occitanie,AZ,"Agriculture, sylviculture et pêche",2020-06-23
Activite Partielle,3115.00,24155.00,10840380.00,2915.00,76,Occitanie,C1,Fabr. de denrées alimentaires - boissons et prod. à base de tabac de boissons et de produits à base de tabac,2020-06-23
Activite Partielle,660.00,19135.00,9925090.00,565.00,76,Occitanie,C3,Fabr. d'équipements ; fabrication de machines,2020-06-23
Activite Partielle,220.00,35310.00,13429480.00,190.00,76,Occitanie,C4,Fabrication de matériels de transport,2020-06-23
Activite Partielle,5020.00,69730.00,37775595.00,4550.00,76,Occitanie,C5,Fabrication d'autres produits indus.,2020-06-23
Activite Partielle,860.00,11565.00,5490910.00,830.00,76,Occitanie,DE,Industries extractives,2020-06-23
Activite Partielle,17035.00,117570.00,62280300.00,15890.00,76,Occitanie,FZ,Construction,2020-06-23
Activite Partielle,28230.00,172955.00,87361660.00,26490.00,76,Occitanie,GZ,Commerce,2020-06-23
Activite Partielle,3390.00,61240.00,28094525.00,3130.00,76,Occitanie,HZ,Transports et entreposage,2020-06-23
Activite Partielle,15005.00,89725.00,49249540.00,13630.00,76,Occitanie,IZ,Hébergement et restauration,2020-06-23
Activite Partielle,2200.00,29815.00,19502765.00,1935.00,76,Occitanie,JZ,Information et communication,2020-06-23
Activite Partielle,4055.00,16800.00,8266215.00,3800.00,76,Occitanie,KZ,Act. financières et d'assurance,2020-06-23
Activite Partielle,2935.00,11425.00,5682160.00,2775.00,76,Occitanie,LZ,Activités immobilières,2020-06-23
Activite Partielle,17015.00,202060.00,84801260.00,15635.00,76,Occitanie,MN,Act. scientif. et tech. ; services admin. et de soutien,2020-06-23
Activite Partielle,10825.00,96950.00,34607080.00,9785.00,76,Occitanie,OQ,"Admin. publique - enseignement, santé humaine et action sociale",2020-06-23
Activite Partielle,13335.00,71405.00,27813080.00,11550.00,76,Occitanie,RU,Autres activités de services,2020-06-23
Activite Partielle,1175.00,6235.00,2236560.00,1055.00,52,Pays de la Loire,AZ,"Agriculture, sylviculture et pêche",2020-06-23
Activite Partielle,1875.00,26805.00,11625245.00,1760.00,52,Pays de la Loire,C1,Fabr. de denrées alimentaires - boissons et prod. à base de tabac de boissons et de produits à base de tabac,2020-06-23
Activite Partielle,575.00,32870.00,15028960.00,515.00,52,Pays de la Loire,C3,Fabr. d'équipements ; fabrication de machines,2020-06-23
Activite Partielle,235.00,29840.00,13020925.00,220.00,52,Pays de la Loire,C4,Fabrication de matériels de transport,2020-06-23
Activite Partielle,4135.00,105875.00,52073955.00,3700.00,52,Pays de la Loire,C5,Fabrication d'autres produits indus.,2020-06-23
Activite Partielle,525.00,8370.00,3763385.00,505.00,52,Pays de la Loire,DE,Industries extractives,2020-06-23
Activite Partielle,10305.00,94330.00,51233000.00,9565.00,52,Pays de la Loire,FZ,Construction,2020-06-23
Activite Partielle,15890.00,116930.00,58748965.00,14895.00,52,Pays de la Loire,GZ,Commerce,2020-06-23
Activite Partielle,1860.00,52065.00,26176225.00,1725.00,52,Pays de la Loire,HZ,Transports et entreposage,2020-06-23
Activite Partielle,8085.00,49690.00,28683685.00,7395.00,52,Pays de la Loire,IZ,Hébergement et restauration,2020-06-23
Activite Partielle,1300.00,19610.00,8119670.00,1155.00,52,Pays de la Loire,JZ,Information et communication,2020-06-23
Activite Partielle,2255.00,13880.00,5977925.00,2080.00,52,Pays de la Loire,KZ,Act. financières et d'assurance,2020-06-23
Activite Partielle,1290.00,6285.00,2822990.00,1225.00,52,Pays de la Loire,LZ,Activités immobilières,2020-06-23
Activite Partielle,10605.00,178685.00,69544615.00,9790.00,52,Pays de la Loire,MN,Act. scientif. et tech. ; services admin. et de soutien,2020-06-23
Activite Partielle,6250.00,60575.00,20187775.00,5630.00,52,Pays de la Loire,OQ,"Admin. publique - enseignement, santé humaine et action sociale",2020-06-23
Activite Partielle,9610.00,47250.00,16909100.00,8185.00,52,Pays de la Loire,RU,Autres activités de services,2020-06-23
Activite Partielle,1185.00,4700.00,2127345.00,1085.00,93,Provence-Alpes-Côte d'Azur,AZ,"Agriculture, sylviculture et pêche",2020-06-23
Activite Partielle,2665.00,17115.00,7909480.00,2450.00,93,Provence-Alpes-Côte d'Azur,C1,Fabr. de denrées alimentaires - boissons et prod. à base de tabac de boissons et de produits à base de tabac,2020-06-23
Activite Partielle,5.00,440.00,89265.00,5.00,93,Provence-Alpes-Côte d'Azur,C2,Cokéfaction et raffinage,2020-06-23
Activite Partielle,440.00,9060.00,3869510.00,410.00,93,Provence-Alpes-Côte d'Azur,C3,Fabr. d'équipements ; fabrication de machines,2020-06-23
Activite Partielle,135.00,8115.00,3747725.00,120.00,93,Provence-Alpes-Côte d'Azur,C4,Fabrication de matériels de transport,2020-06-23
Activite Partielle,4355.00,50265.00,23036640.00,3905.00,93,Provence-Alpes-Côte d'Azur,C5,Fabrication d'autres produits indus.,2020-06-23
Activite Partielle,705.00,9930.00,3814520.00,645.00,93,Provence-Alpes-Côte d'Azur,DE,Industries extractives,2020-06-23
Activite Partielle,16430.00,102395.00,49305110.00,14850.00,93,Provence-Alpes-Côte d'Azur,FZ,Construction,2020-06-23
Activite Partielle,29255.00,169510.00,81732925.00,26900.00,93,Provence-Alpes-Côte d'Azur,GZ,Commerce,2020-06-23
Activite Partielle,4010.00,72465.00,33591050.00,3625.00,93,Provence-Alpes-Côte d'Azur,HZ,Transports et entreposage,2020-06-23
Activite Partielle,17470.00,111320.00,59597550.00,15600.00,93,Provence-Alpes-Côte d'Azur,IZ,Hébergement et restauration,2020-06-23
Activite Partielle,2135.00,19845.00,9328900.00,1865.00,93,Provence-Alpes-Côte d'Azur,JZ,Information et communication,2020-06-23
Activite Partielle,3570.00,16760.00,6632685.00,3290.00,93,Provence-Alpes-Côte d'Azur,KZ,Act. financières et d'assurance,2020-06-23
Activite Partielle,3910.00,13885.00,5684190.00,3585.00,93,Provence-Alpes-Côte d'Azur,LZ,Activités immobilières,2020-06-23
Activite Partielle,18705.00,188700.00,73356335.00,16765.00,93,Provence-Alpes-Côte d'Azur,MN,Act. scientif. et tech. ; services admin. et de soutien,2020-06-23
Activite Partielle,10735.00,87435.00,30275545.00,9565.00,93,Provence-Alpes-Côte d'Azur,OQ,"Admin. publique - enseignement, santé humaine et action sociale",2020-06-23
Activite Partielle,12705.00,64100.00,24319145.00,10800.00,93,Provence-Alpes-Côte d'Azur,RU,Autres activités de services,2020-06-23
Activite Partielle,5.00,15.00,2315.00,5.00,,,C1,Fabr. de denrées alimentaires - boissons et prod. à base de tabac de boissons et de produits à base de tabac,2020-06-23
Activite Partielle,1415465.00,13616025.00,5987913765.00,1273010.00,,,Ensemble des départements et secteurs,,2020-06-23
Activite Partielle,15.00,70.00,17220.00,15.00,,,FZ,Construction,2020-06-23
Activite Partielle,45.00,135.00,21055.00,40.00,,,GZ,Commerce,2020-06-23
Activite Partielle,10.00,75.00,16600.00,10.00,,,HZ,Transports et entreposage,2020-06-23
Activite Partielle,20.00,70.00,22085.00,15.00,,,IZ,Hébergement et restauration,2020-06-23
Activite Partielle,20.00,75.00,16380.00,20.00,,,MN,Act. scientif. et tech. ; services admin. et de soutien,2020-06-23
Activite Partielle,5.00,45.00,6955.00,5.00,,,OQ,"Admin. publique - enseignement, santé humaine et action sociale",2020-06-23
Activite Partielle,25.00,40.00,7060.00,20.00,,,RU,Autres activités de services,2020-06-23
