dispositif,nombre_demandes_deposees,nombre_salaries_concernes,nombre_heures_demandees,nombre_etablissements_concernes,reg,libelle_region,dep,libelle_departement,code_section_nace17,libelle_section_nace17,date_maj
Activite Partielle,185.00,715.00,314995.00,170.00,24,Centre-Val de Loire,28,Eure-et-Loir,KZ,Act. financières et d'assurance,2020-07-21
Activite Partielle,120.00,520.00,228195.00,110.00,24,Centre-Val de Loire,28,Eure-et-Loir,LZ,Activités immobilières,2020-07-21
Activite Partielle,820.00,10930.00,3740785.00,775.00,24,Centre-Val de Loire,28,Eure-et-Loir,MN,Act. scientif. et tech. ; services admin. et de soutien,2020-07-21
Activite Partielle,545.00,4175.00,1534460.00,500.00,24,Centre-Val de Loire,28,Eure-et-Loir,OQ,"Admin. publique - enseignement, santé humaine et action sociale",2020-07-21
Activite Partielle,855.00,3410.00,1268780.00,710.00,24,Centre-Val de Loire,28,Eure-et-Loir,RU,Autres activités de services,2020-07-21
Activite Partielle,70.00,210.00,72250.00,65.00,24,Centre-Val de Loire,36,Indre,AZ,"Agriculture, sylviculture et pêche",2020-07-21
Activite Partielle,90.00,860.00,467285.00,80.00,24,Centre-Val de Loire,36,Indre,C1,Fabr. de denrées alimentaires - boissons et prod. à base de tabac de boissons et de produits à base de tabac,2020-07-21
Activite Partielle,40.00,1320.00,374080.00,30.00,24,Centre-Val de Loire,36,Indre,C3,Fabr. d'équipements ; fabrication de machines,2020-07-21
Activite Partielle,10.00,1410.00,689920.00,10.00,24,Centre-Val de Loire,36,Indre,C4,Fabrication de matériels de transport,2020-07-21
Activite Partielle,300.00,8780.00,3066675.00,230.00,24,Centre-Val de Loire,36,Indre,C5,Fabrication d'autres produits indus.,2020-07-21
Activite Partielle,30.00,295.00,106650.00,30.00,24,Centre-Val de Loire,36,Indre,DE,Industries extractives,2020-07-21
Activite Partielle,530.00,4000.00,1803015.00,485.00,24,Centre-Val de Loire,36,Indre,FZ,Construction,2020-07-21
Activite Partielle,920.00,5720.00,2360045.00,830.00,24,Centre-Val de Loire,36,Indre,GZ,Commerce,2020-07-21
Activite Partielle,160.00,3030.00,1211395.00,130.00,24,Centre-Val de Loire,36,Indre,HZ,Transports et entreposage,2020-07-21
Activite Partielle,425.00,2360.00,969940.00,355.00,24,Centre-Val de Loire,36,Indre,IZ,Hébergement et restauration,2020-07-21
Activite Partielle,30.00,140.00,49010.00,25.00,24,Centre-Val de Loire,36,Indre,JZ,Information et communication,2020-07-21
Activite Partielle,100.00,295.00,110145.00,90.00,24,Centre-Val de Loire,36,Indre,KZ,Act. financières et d'assurance,2020-07-21
Activite Partielle,40.00,300.00,96980.00,35.00,24,Centre-Val de Loire,36,Indre,LZ,Activités immobilières,2020-07-21
Activite Partielle,450.00,5335.00,1595055.00,390.00,24,Centre-Val de Loire,36,Indre,MN,Act. scientif. et tech. ; services admin. et de soutien,2020-07-21
Activite Partielle,305.00,2425.00,541950.00,285.00,24,Centre-Val de Loire,36,Indre,OQ,"Admin. publique - enseignement, santé humaine et action sociale",2020-07-21
Activite Partielle,555.00,2485.00,695775.00,465.00,24,Centre-Val de Loire,36,Indre,RU,Autres activités de services,2020-07-21
Activite Partielle,190.00,705.00,210935.00,160.00,24,Centre-Val de Loire,37,Indre-et-Loire,AZ,"Agriculture, sylviculture et pêche",2020-07-21
Activite Partielle,260.00,1720.00,740890.00,250.00,24,Centre-Val de Loire,37,Indre-et-Loire,C1,Fabr. de denrées alimentaires - boissons et prod. à base de tabac de boissons et de produits à base de tabac,2020-07-21
Activite Partielle,95.00,3915.00,1856660.00,75.00,24,Centre-Val de Loire,37,Indre-et-Loire,C3,Fabr. d'équipements ; fabrication de machines,2020-07-21
Activite Partielle,25.00,2915.00,881215.00,20.00,24,Centre-Val de Loire,37,Indre-et-Loire,C4,Fabrication de matériels de transport,2020-07-21
Activite Partielle,600.00,10460.00,5340750.00,510.00,24,Centre-Val de Loire,37,Indre-et-Loire,C5,Fabrication d'autres produits indus.,2020-07-21
Activite Partielle,85.00,1440.00,530375.00,85.00,24,Centre-Val de Loire,37,Indre-et-Loire,DE,Industries extractives,2020-07-21
Activite Partielle,1635.00,15615.00,7766840.00,1470.00,24,Centre-Val de Loire,37,Indre-et-Loire,FZ,Construction,2020-07-21
Activite Partielle,2675.00,19535.00,9829795.00,2425.00,24,Centre-Val de Loire,37,Indre-et-Loire,GZ,Commerce,2020-07-21
Activite Partielle,350.00,12040.00,4079025.00,305.00,24,Centre-Val de Loire,37,Indre-et-Loire,HZ,Transports et entreposage,2020-07-21
Activite Partielle,1600.00,9585.00,5198770.00,1340.00,24,Centre-Val de Loire,37,Indre-et-Loire,IZ,Hébergement et restauration,2020-07-21
Activite Partielle,220.00,2235.00,839230.00,185.00,24,Centre-Val de Loire,37,Indre-et-Loire,JZ,Information et communication,2020-07-21
Activite Partielle,385.00,1495.00,652350.00,355.00,24,Centre-Val de Loire,37,Indre-et-Loire,KZ,Act. financières et d'assurance,2020-07-21
Activite Partielle,220.00,1450.00,622635.00,200.00,24,Centre-Val de Loire,37,Indre-et-Loire,LZ,Activités immobilières,2020-07-21
Activite Partielle,1665.00,22925.00,7777290.00,1470.00,24,Centre-Val de Loire,37,Indre-et-Loire,MN,Act. scientif. et tech. ; services admin. et de soutien,2020-07-21
Activite Partielle,1100.00,10615.00,3281925.00,940.00,24,Centre-Val de Loire,37,Indre-et-Loire,OQ,"Admin. publique - enseignement, santé humaine et action sociale",2020-07-21
Activite Partielle,1625.00,8410.00,2394630.00,1270.00,24,Centre-Val de Loire,37,Indre-et-Loire,RU,Autres activités de services,2020-07-21
Activite Partielle,85.00,675.00,259240.00,80.00,24,Centre-Val de Loire,45,Loiret,AZ,"Agriculture, sylviculture et pêche",2020-07-21
Activite Partielle,240.00,3170.00,1219845.00,225.00,24,Centre-Val de Loire,45,Loiret,C1,Fabr. de denrées alimentaires - boissons et prod. à base de tabac de boissons et de produits à base de tabac,2020-07-21
Activite Partielle,115.00,5890.00,2721020.00,95.00,24,Centre-Val de Loire,45,Loiret,C3,Fabr. d'équipements ; fabrication de machines,2020-07-21
Activite Partielle,25.00,2055.00,781635.00,20.00,24,Centre-Val de Loire,45,Loiret,C4,Fabrication de matériels de transport,2020-07-21
Activite Partielle,620.00,12785.00,5386400.00,550.00,24,Centre-Val de Loire,45,Loiret,C5,Fabrication d'autres produits indus.,2020-07-21
Activite Partielle,85.00,1285.00,442460.00,80.00,24,Centre-Val de Loire,45,Loiret,DE,Industries extractives,2020-07-21
Activite Partielle,1790.00,15620.00,7347880.00,1680.00,24,Centre-Val de Loire,45,Loiret,FZ,Construction,2020-07-21
Activite Partielle,2590.00,19070.00,9146345.00,2415.00,24,Centre-Val de Loire,45,Loiret,GZ,Commerce,2020-07-21
Activite Partielle,465.00,10005.00,3191070.00,430.00,24,Centre-Val de Loire,45,Loiret,HZ,Transports et entreposage,2020-07-21
Activite Partielle,1335.00,7850.00,4374660.00,1180.00,24,Centre-Val de Loire,45,Loiret,IZ,Hébergement et restauration,2020-07-21
Activite Partielle,205.00,2135.00,757315.00,175.00,24,Centre-Val de Loire,45,Loiret,JZ,Information et communication,2020-07-21
Activite Partielle,335.00,2525.00,902770.00,295.00,24,Centre-Val de Loire,45,Loiret,KZ,Act. financières et d'assurance,2020-07-21
Activite Partielle,225.00,1065.00,373425.00,205.00,24,Centre-Val de Loire,45,Loiret,LZ,Activités immobilières,2020-07-21
Activite Partielle,1660.00,28135.00,8235515.00,1495.00,24,Centre-Val de Loire,45,Loiret,MN,Act. scientif. et tech. ; services admin. et de soutien,2020-07-21
Activite Partielle,1045.00,7935.00,2401830.00,940.00,24,Centre-Val de Loire,45,Loiret,OQ,"Admin. publique - enseignement, santé humaine et action sociale",2020-07-21
Activite Partielle,1500.00,6285.00,2118180.00,1290.00,24,Centre-Val de Loire,45,Loiret,RU,Autres activités de services,2020-07-21
Activite Partielle,115.00,340.00,105375.00,110.00,24,Centre-Val de Loire,41,Loir-et-Cher,AZ,"Agriculture, sylviculture et pêche",2020-07-21
Activite Partielle,175.00,1470.00,640760.00,155.00,24,Centre-Val de Loire,41,Loir-et-Cher,C1,Fabr. de denrées alimentaires - boissons et prod. à base de tabac de boissons et de produits à base de tabac,2020-07-21
Activite Partielle,50.00,2615.00,1132040.00,45.00,24,Centre-Val de Loire,41,Loir-et-Cher,C3,Fabr. d'équipements ; fabrication de machines,2020-07-21
Activite Partielle,20.00,3130.00,1754465.00,15.00,24,Centre-Val de Loire,41,Loir-et-Cher,C4,Fabrication de matériels de transport,2020-07-21
Activite Partielle,385.00,8145.00,3272860.00,330.00,24,Centre-Val de Loire,41,Loir-et-Cher,C5,Fabrication d'autres produits indus.,2020-07-21
Activite Partielle,50.00,540.00,201805.00,45.00,24,Centre-Val de Loire,41,Loir-et-Cher,DE,Industries extractives,2020-07-21
Activite Partielle,900.00,6355.00,2847480.00,845.00,24,Centre-Val de Loire,41,Loir-et-Cher,FZ,Construction,2020-07-21
Activite Partielle,1285.00,7515.00,3443460.00,1185.00,24,Centre-Val de Loire,41,Loir-et-Cher,GZ,Commerce,2020-07-21
Activite Partielle,175.00,2695.00,1482485.00,155.00,24,Centre-Val de Loire,41,Loir-et-Cher,HZ,Transports et entreposage,2020-07-21
Activite Partielle,750.00,4710.00,2298750.00,645.00,24,Centre-Val de Loire,41,Loir-et-Cher,IZ,Hébergement et restauration,2020-07-21
Activite Partielle,55.00,475.00,174500.00,45.00,24,Centre-Val de Loire,41,Loir-et-Cher,JZ,Information et communication,2020-07-21
Activite Partielle,160.00,1480.00,381980.00,145.00,24,Centre-Val de Loire,41,Loir-et-Cher,KZ,Act. financières et d'assurance,2020-07-21
Activite Partielle,100.00,445.00,165050.00,95.00,24,Centre-Val de Loire,41,Loir-et-Cher,LZ,Activités immobilières,2020-07-21
Activite Partielle,750.00,12020.00,3866125.00,665.00,24,Centre-Val de Loire,41,Loir-et-Cher,MN,Act. scientif. et tech. ; services admin. et de soutien,2020-07-21
Activite Partielle,465.00,4345.00,1733125.00,390.00,24,Centre-Val de Loire,41,Loir-et-Cher,OQ,"Admin. publique - enseignement, santé humaine et action sociale",2020-07-21
Activite Partielle,760.00,3780.00,1417395.00,625.00,24,Centre-Val de Loire,41,Loir-et-Cher,RU,Autres activités de services,2020-07-21
Activite Partielle,95.00,370.00,218810.00,90.00,94,Corse,2A,Corse-du-Sud,AZ,"Agriculture, sylviculture et pêche",2020-07-21
Activite Partielle,130.00,825.00,449365.00,130.00,94,Corse,2A,Corse-du-Sud,C1,Fabr. de denrées alimentaires - boissons et prod. à base de tabac de boissons et de produits à base de tabac,2020-07-21
Activite Partielle,5.00,60.00,25630.00,5.00,94,Corse,2A,Corse-du-Sud,C3,Fabr. d'équipements ; fabrication de machines,2020-07-21
Activite Partielle,5.00,240.00,241680.00,5.00,94,Corse,2A,Corse-du-Sud,C4,Fabrication de matériels de transport,2020-07-21
Activite Partielle,140.00,725.00,464940.00,140.00,94,Corse,2A,Corse-du-Sud,C5,Fabrication d'autres produits indus.,2020-07-21
Activite Partielle,30.00,235.00,143200.00,25.00,94,Corse,2A,Corse-du-Sud,DE,Industries extractives,2020-07-21
Activite Partielle,990.00,5935.00,3626340.00,950.00,94,Corse,2A,Corse-du-Sud,FZ,Construction,2020-07-21
Activite Partielle,1105.00,6195.00,3523605.00,1070.00,94,Corse,2A,Corse-du-Sud,GZ,Commerce,2020-07-21
Activite Partielle,160.00,2655.00,1033235.00,155.00,94,Corse,2A,Corse-du-Sud,HZ,Transports et entreposage,2020-07-21
Activite Partielle,980.00,6110.00,3763120.00,930.00,94,Corse,2A,Corse-du-Sud,IZ,Hébergement et restauration,2020-07-21
Activite Partielle,75.00,585.00,261170.00,60.00,94,Corse,2A,Corse-du-Sud,JZ,Information et communication,2020-07-21
Activite Partielle,120.00,375.00,228345.00,115.00,94,Corse,2A,Corse-du-Sud,KZ,Act. financières et d'assurance,2020-07-21
Activite Partielle,165.00,560.00,316515.00,155.00,94,Corse,2A,Corse-du-Sud,LZ,Activités immobilières,2020-07-21
Activite Partielle,650.00,4445.00,2373840.00,615.00,94,Corse,2A,Corse-du-Sud,MN,Act. scientif. et tech. ; services admin. et de soutien,2020-07-21
Activite Partielle,275.00,2295.00,845715.00,260.00,94,Corse,2A,Corse-du-Sud,OQ,"Admin. publique - enseignement, santé humaine et action sociale",2020-07-21
Activite Partielle,375.00,1535.00,885725.00,335.00,94,Corse,2A,Corse-du-Sud,RU,Autres activités de services,2020-07-21
Activite Partielle,115.00,485.00,273770.00,115.00,94,Corse,2B,Haute-Corse,AZ,"Agriculture, sylviculture et pêche",2020-07-21
Activite Partielle,170.00,1175.00,744735.00,165.00,94,Corse,2B,Haute-Corse,C1,Fabr. de denrées alimentaires - boissons et prod. à base de tabac de boissons et de produits à base de tabac,2020-07-21
Activite Partielle,10.00,55.00,41525.00,10.00,94,Corse,2B,Haute-Corse,C3,Fabr. d'équipements ; fabrication de machines,2020-07-21
Activite Partielle,160.00,730.00,415915.00,150.00,94,Corse,2B,Haute-Corse,C5,Fabrication d'autres produits indus.,2020-07-21
Activite Partielle,35.00,315.00,196305.00,30.00,94,Corse,2B,Haute-Corse,DE,Industries extractives,2020-07-21
Activite Partielle,940.00,5470.00,3772520.00,910.00,94,Corse,2B,Haute-Corse,FZ,Construction,2020-07-21
Activite Partielle,1275.00,6155.00,3923735.00,1235.00,94,Corse,2B,Haute-Corse,GZ,Commerce,2020-07-21
Activite Partielle,205.00,2000.00,1048305.00,200.00,94,Corse,2B,Haute-Corse,HZ,Transports et entreposage,2020-07-21
Activite Partielle,815.00,4080.00,2792635.00,780.00,94,Corse,2B,Haute-Corse,IZ,Hébergement et restauration,2020-07-21
Activite Partielle,60.00,290.00,124360.00,55.00,94,Corse,2B,Haute-Corse,JZ,Information et communication,2020-07-21
Activite Partielle,140.00,745.00,355820.00,135.00,94,Corse,2B,Haute-Corse,KZ,Act. financières et d'assurance,2020-07-21
Activite Partielle,130.00,360.00,228995.00,125.00,94,Corse,2B,Haute-Corse,LZ,Activités immobilières,2020-07-21
Activite Partielle,605.00,3405.00,1824125.00,575.00,94,Corse,2B,Haute-Corse,MN,Act. scientif. et tech. ; services admin. et de soutien,2020-07-21
Activite Partielle,330.00,2650.00,862570.00,310.00,94,Corse,2B,Haute-Corse,OQ,"Admin. publique - enseignement, santé humaine et action sociale",2020-07-21
Activite Partielle,425.00,1535.00,846885.00,400.00,94,Corse,2B,Haute-Corse,RU,Autres activités de services,2020-07-21
Activite Partielle,50.00,225.00,69470.00,45.00,44,Grand Est,08,Ardennes,AZ,"Agriculture, sylviculture et pêche",2020-07-21
Activite Partielle,105.00,625.00,264375.00,100.00,44,Grand Est,08,Ardennes,C1,Fabr. de denrées alimentaires - boissons et prod. à base de tabac de boissons et de produits à base de tabac,2020-07-21
Activite Partielle,50.00,2630.00,960270.00,40.00,44,Grand Est,08,Ardennes,C3,Fabr. d'équipements ; fabrication de machines,2020-07-21
Activite Partielle,5.00,205.00,102230.00,5.00,44,Grand Est,08,Ardennes,C4,Fabrication de matériels de transport,2020-07-21
Activite Partielle,470.00,14305.00,5496035.00,380.00,44,Grand Est,08,Ardennes,C5,Fabrication d'autres produits indus.,2020-07-21
Activite Partielle,35.00,255.00,137335.00,35.00,44,Grand Est,08,Ardennes,DE,Industries extractives,2020-07-21
Activite Partielle,625.00,4235.00,2060575.00,570.00,44,Grand Est,08,Ardennes,FZ,Construction,2020-07-21
Activite Partielle,955.00,5525.00,2581435.00,860.00,44,Grand Est,08,Ardennes,GZ,Commerce,2020-07-21
Activite Partielle,210.00,2665.00,1345930.00,185.00,44,Grand Est,08,Ardennes,HZ,Transports et entreposage,2020-07-21
Activite Partielle,470.00,2155.00,945115.00,395.00,44,Grand Est,08,Ardennes,IZ,Hébergement et restauration,2020-07-21
Activite Partielle,20.00,160.00,72550.00,15.00,44,Grand Est,08,Ardennes,JZ,Information et communication,2020-07-21
Activite Partielle,130.00,390.00,142875.00,125.00,44,Grand Est,08,Ardennes,KZ,Act. financières et d'assurance,2020-07-21
Activite Partielle,40.00,465.00,195380.00,35.00,44,Grand Est,08,Ardennes,LZ,Activités immobilières,2020-07-21
Activite Partielle,425.00,5380.00,1889970.00,385.00,44,Grand Est,08,Ardennes,MN,Act. scientif. et tech. ; services admin. et de soutien,2020-07-21
Activite Partielle,430.00,3875.00,1641055.00,375.00,44,Grand Est,08,Ardennes,OQ,"Admin. publique - enseignement, santé humaine et action sociale",2020-07-21
Activite Partielle,440.00,1760.00,614110.00,375.00,44,Grand Est,08,Ardennes,RU,Autres activités de services,2020-07-21
Activite Partielle,145.00,570.00,169445.00,130.00,44,Grand Est,10,Aube,AZ,"Agriculture, sylviculture et pêche",2020-07-21
Activite Partielle,140.00,1475.00,633805.00,130.00,44,Grand Est,10,Aube,C1,Fabr. de denrées alimentaires - boissons et prod. à base de tabac de boissons et de produits à base de tabac,2020-07-21
Activite Partielle,40.00,1295.00,684815.00,35.00,44,Grand Est,10,Aube,C3,Fabr. d'équipements ; fabrication de machines,2020-07-21
Activite Partielle,15.00,890.00,452350.00,10.00,44,Grand Est,10,Aube,C4,Fabrication de matériels de transport,2020-07-21
Activite Partielle,345.00,8240.00,3925070.00,290.00,44,Grand Est,10,Aube,C5,Fabrication d'autres produits indus.,2020-07-21
Activite Partielle,55.00,865.00,1122025.00,50.00,44,Grand Est,10,Aube,DE,Industries extractives,2020-07-21
Activite Partielle,745.00,5855.00,3144815.00,710.00,44,Grand Est,10,Aube,FZ,Construction,2020-07-21
Activite Partielle,1350.00,8290.00,4839245.00,1270.00,44,Grand Est,10,Aube,GZ,Commerce,2020-07-21
Activite Partielle,190.00,3595.00,1749555.00,180.00,44,Grand Est,10,Aube,HZ,Transports et entreposage,2020-07-21
Activite Partielle,595.00,3565.00,1982965.00,535.00,44,Grand Est,10,Aube,IZ,Hébergement et restauration,2020-07-21
Activite Partielle,70.00,475.00,193280.00,65.00,44,Grand Est,10,Aube,JZ,Information et communication,2020-07-21
Activite Partielle,165.00,570.00,272735.00,160.00,44,Grand Est,10,Aube,KZ,Act. financières et d'assurance,2020-07-21
Activite Partielle,60.00,505.00,181285.00,60.00,44,Grand Est,10,Aube,LZ,Activités immobilières,2020-07-21
Activite Partielle,645.00,10260.00,3520020.00,600.00,44,Grand Est,10,Aube,MN,Act. scientif. et tech. ; services admin. et de soutien,2020-07-21
Activite Partielle,495.00,4690.00,1479905.00,430.00,44,Grand Est,10,Aube,OQ,"Admin. publique - enseignement, santé humaine et action sociale",2020-07-21
Activite Partielle,520.00,2235.00,828850.00,475.00,44,Grand Est,10,Aube,RU,Autres activités de services,2020-07-21
Activite Partielle,270.00,1110.00,603860.00,260.00,44,Grand Est,67,Bas-Rhin,AZ,"Agriculture, sylviculture et pêche",2020-07-21
Activite Partielle,715.00,10640.00,4802960.00,635.00,44,Grand Est,67,Bas-Rhin,C1,Fabr. de denrées alimentaires - boissons et prod. à base de tabac de boissons et de produits à base de tabac,2020-07-21
Activite Partielle,275.00,16985.00,5970025.00,225.00,44,Grand Est,67,Bas-Rhin,C3,Fabr. d'équipements ; fabrication de machines,2020-07-21
Activite Partielle,50.00,9235.00,4015710.00,40.00,44,Grand Est,67,Bas-Rhin,C4,Fabrication de matériels de transport,2020-07-21
Activite Partielle,1255.00,25470.00,12021060.00,1115.00,44,Grand Est,67,Bas-Rhin,C5,Fabrication d'autres produits indus.,2020-07-21
Activite Partielle,180.00,2055.00,844605.00,155.00,44,Grand Est,67,Bas-Rhin,DE,Industries extractives,2020-07-21
Activite Partielle,3570.00,28770.00,13923680.00,3205.00,44,Grand Est,67,Bas-Rhin,FZ,Construction,2020-07-21
Activite Partielle,6165.00,47925.00,29283025.00,5615.00,44,Grand Est,67,Bas-Rhin,GZ,Commerce,2020-07-21
Activite Partielle,785.00,21420.00,10727685.00,690.00,44,Grand Est,67,Bas-Rhin,HZ,Transports et entreposage,2020-07-21
Activite Partielle,3260.00,23575.00,12698605.00,2750.00,44,Grand Est,67,Bas-Rhin,IZ,Hébergement et restauration,2020-07-21
Activite Partielle,520.00,5175.00,2348010.00,470.00,44,Grand Est,67,Bas-Rhin,JZ,Information et communication,2020-07-21
Activite Partielle,645.00,3240.00,1315280.00,580.00,44,Grand Est,67,Bas-Rhin,KZ,Act. financières et d'assurance,2020-07-21
Activite Partielle,455.00,2045.00,955380.00,420.00,44,Grand Est,67,Bas-Rhin,LZ,Activités immobilières,2020-07-21
Activite Partielle,3705.00,53090.00,17520930.00,3300.00,44,Grand Est,67,Bas-Rhin,MN,Act. scientif. et tech. ; services admin. et de soutien,2020-07-21
Activite Partielle,2785.00,24570.00,8799875.00,2400.00,44,Grand Est,67,Bas-Rhin,OQ,"Admin. publique - enseignement, santé humaine et action sociale",2020-07-21
Activite Partielle,2360.00,13575.00,5093280.00,2015.00,44,Grand Est,67,Bas-Rhin,RU,Autres activités de services,2020-07-21
Activite Partielle,30.00,100.00,43355.00,30.00,44,Grand Est,52,Haute-Marne,AZ,"Agriculture, sylviculture et pêche",2020-07-21
Activite Partielle,65.00,505.00,224670.00,65.00,44,Grand Est,52,Haute-Marne,C1,Fabr. de denrées alimentaires - boissons et prod. à base de tabac de boissons et de produits à base de tabac,2020-07-21
Activite Partielle,20.00,605.00,467230.00,20.00,44,Grand Est,52,Haute-Marne,C3,Fabr. d'équipements ; fabrication de machines,2020-07-21
Activite Partielle,10.00,795.00,389445.00,10.00,44,Grand Est,52,Haute-Marne,C4,Fabrication de matériels de transport,2020-07-21
Activite Partielle,270.00,10520.00,5010900.00,220.00,44,Grand Est,52,Haute-Marne,C5,Fabrication d'autres produits indus.,2020-07-21
Activite Partielle,35.00,285.00,123455.00,35.00,44,Grand Est,52,Haute-Marne,DE,Industries extractives,2020-07-21
Activite Partielle,400.00,2725.00,1289635.00,365.00,44,Grand Est,52,Haute-Marne,FZ,Construction,2020-07-21
Activite Partielle,740.00,4020.00,1786585.00,660.00,44,Grand Est,52,Haute-Marne,GZ,Commerce,2020-07-21
Activite Partielle,130.00,2340.00,1075085.00,120.00,44,Grand Est,52,Haute-Marne,HZ,Transports et entreposage,2020-07-21
Activite Partielle,300.00,1825.00,939355.00,260.00,44,Grand Est,52,Haute-Marne,IZ,Hébergement et restauration,2020-07-21
Activite Partielle,35.00,240.00,114565.00,25.00,44,Grand Est,52,Haute-Marne,JZ,Information et communication,2020-07-21
Activite Partielle,80.00,270.00,103835.00,75.00,44,Grand Est,52,Haute-Marne,KZ,Act. financières et d'assurance,2020-07-21
Activite Partielle,35.00,190.00,73290.00,35.00,44,Grand Est,52,Haute-Marne,LZ,Activités immobilières,2020-07-21
Activite Partielle,295.00,3695.00,1120000.00,275.00,44,Grand Est,52,Haute-Marne,MN,Act. scientif. et tech. ; services admin. et de soutien,2020-07-21
Activite Partielle,250.00,2420.00,614065.00,225.00,44,Grand Est,52,Haute-Marne,OQ,"Admin. publique - enseignement, santé humaine et action sociale",2020-07-21
Activite Partielle,295.00,1515.00,630915.00,265.00,44,Grand Est,52,Haute-Marne,RU,Autres activités de services,2020-07-21
Activite Partielle,250.00,930.00,407845.00,235.00,44,Grand Est,68,Haut-Rhin,AZ,"Agriculture, sylviculture et pêche",2020-07-21
Activite Partielle,435.00,4450.00,2034865.00,395.00,44,Grand Est,68,Haut-Rhin,C1,Fabr. de denrées alimentaires - boissons et prod. à base de tabac de boissons et de produits à base de tabac,2020-07-21
Activite Partielle,140.00,7420.00,4538080.00,115.00,44,Grand Est,68,Haut-Rhin,C3,Fabr. d'équipements ; fabrication de machines,2020-07-21
Activite Partielle,35.00,18315.00,4558730.00,20.00,44,Grand Est,68,Haut-Rhin,C4,Fabrication de matériels de transport,2020-07-21
Activite Partielle,795.00,18320.00,9804870.00,675.00,44,Grand Est,68,Haut-Rhin,C5,Fabrication d'autres produits indus.,2020-07-21
Activite Partielle,105.00,1610.00,733395.00,95.00,44,Grand Est,68,Haut-Rhin,DE,Industries extractives,2020-07-21
Activite Partielle,2140.00,18445.00,9502880.00,1965.00,44,Grand Est,68,Haut-Rhin,FZ,Construction,2020-07-21
Activite Partielle,3920.00,24680.00,12442565.00,3565.00,44,Grand Est,68,Haut-Rhin,GZ,Commerce,2020-07-21
Activite Partielle,450.00,9530.00,4997485.00,370.00,44,Grand Est,68,Haut-Rhin,HZ,Transports et entreposage,2020-07-21
Activite Partielle,2020.00,13930.00,7686890.00,1750.00,44,Grand Est,68,Haut-Rhin,IZ,Hébergement et restauration,2020-07-21
Activite Partielle,185.00,1295.00,479555.00,160.00,44,Grand Est,68,Haut-Rhin,JZ,Information et communication,2020-07-21
Activite Partielle,400.00,1530.00,714335.00,360.00,44,Grand Est,68,Haut-Rhin,KZ,Act. financières et d'assurance,2020-07-21
Activite Partielle,295.00,1115.00,506545.00,265.00,44,Grand Est,68,Haut-Rhin,LZ,Activités immobilières,2020-07-21
Activite Partielle,2095.00,23910.00,8790255.00,1875.00,44,Grand Est,68,Haut-Rhin,MN,Act. scientif. et tech. ; services admin. et de soutien,2020-07-21
Activite Partielle,1440.00,13970.00,4955305.00,1245.00,44,Grand Est,68,Haut-Rhin,OQ,"Admin. publique - enseignement, santé humaine et action sociale",2020-07-21
Activite Partielle,1550.00,8605.00,3546895.00,1305.00,44,Grand Est,68,Haut-Rhin,RU,Autres activités de services,2020-07-21
Activite Partielle,420.00,1075.00,431150.00,410.00,44,Grand Est,51,Marne,AZ,"Agriculture, sylviculture et pêche",2020-07-21
Activite Partielle,340.00,3700.00,1661625.00,335.00,44,Grand Est,51,Marne,C1,Fabr. de denrées alimentaires - boissons et prod. à base de tabac de boissons et de produits à base de tabac,2020-07-21
Activite Partielle,80.00,2855.00,1576160.00,75.00,44,Grand Est,51,Marne,C3,Fabr. d'équipements ; fabrication de machines,2020-07-21
Activite Partielle,20.00,980.00,804660.00,15.00,44,Grand Est,51,Marne,C4,Fabrication de matériels de transport,2020-07-21
Activite Partielle,420.00,10185.00,4744395.00,400.00,44,Grand Est,51,Marne,C5,Fabrication d'autres produits indus.,2020-07-21
Activite Partielle,80.00,1010.00,466865.00,80.00,44,Grand Est,51,Marne,DE,Industries extractives,2020-07-21
Activite Partielle,1245.00,11500.00,6268555.00,1220.00,44,Grand Est,51,Marne,FZ,Construction,2020-07-21
Activite Partielle,2485.00,17200.00,9328420.00,2430.00,44,Grand Est,51,Marne,GZ,Commerce,2020-07-21
Activite Partielle,360.00,6715.00,2912640.00,345.00,44,Grand Est,51,Marne,HZ,Transports et entreposage,2020-07-21
Activite Partielle,1040.00,8145.00,5388560.00,1000.00,44,Grand Est,51,Marne,IZ,Hébergement et restauration,2020-07-21
Activite Partielle,130.00,990.00,437775.00,125.00,44,Grand Est,51,Marne,JZ,Information et communication,2020-07-21
Activite Partielle,320.00,1805.00,715390.00,315.00,44,Grand Est,51,Marne,KZ,Act. financières et d'assurance,2020-07-21
Activite Partielle,155.00,890.00,340240.00,150.00,44,Grand Est,51,Marne,LZ,Activités immobilières,2020-07-21
Activite Partielle,1295.00,17620.00,6004380.00,1260.00,44,Grand Est,51,Marne,MN,Act. scientif. et tech. ; services admin. et de soutien,2020-07-21
Activite Partielle,940.00,9070.00,3517195.00,895.00,44,Grand Est,51,Marne,OQ,"Admin. publique - enseignement, santé humaine et action sociale",2020-07-21
Activite Partielle,1000.00,4435.00,1765010.00,965.00,44,Grand Est,51,Marne,RU,Autres activités de services,2020-07-21
Activite Partielle,85.00,760.00,469630.00,75.00,44,Grand Est,54,Meurthe-et-Moselle,AZ,"Agriculture, sylviculture et pêche",2020-07-21
