dispositif,nombre_demandes_deposees,nombre_salaries_concernes,nombre_heures_demandees,nombre_etablissements_concernes,reg,libelle_region,code_section_nace17,libelle_section_nace17,date_maj
Activite Partielle,2775.00,11500.00,4904750.00,2440.00,75,Nouvelle-Aquitaine,AZ,"Agriculture, sylviculture et pêche",2020-07-07
Activite Partielle,3210.00,29375.00,12729670.00,2965.00,75,Nouvelle-Aquitaine,C1,Fabr. de denrées alimentaires - boissons et prod. à base de tabac de boissons et de produits à base de tabac,2020-07-07
Activite Partielle,750.00,26230.00,12453920.00,625.00,75,Nouvelle-Aquitaine,C3,Fabr. d'équipements ; fabrication de machines,2020-07-07
Activite Partielle,275.00,28180.00,14558380.00,220.00,75,Nouvelle-Aquitaine,C4,Fabrication de matériels de transport,2020-07-07
Activite Partielle,6010.00,104135.00,50196065.00,5270.00,75,Nouvelle-Aquitaine,C5,Fabrication d'autres produits indus.,2020-07-07
Activite Partielle,900.00,10485.00,4635900.00,865.00,75,Nouvelle-Aquitaine,DE,Industries extractives,2020-07-07
Activite Partielle,17185.00,124685.00,66791970.00,15990.00,75,Nouvelle-Aquitaine,FZ,Construction,2020-07-07
Activite Partielle,29275.00,180610.00,93486845.00,27135.00,75,Nouvelle-Aquitaine,GZ,Commerce,2020-07-07
Activite Partielle,3365.00,65215.00,29946575.00,3040.00,75,Nouvelle-Aquitaine,HZ,Transports et entreposage,2020-07-07
Activite Partielle,14540.00,90640.00,54097690.00,12815.00,75,Nouvelle-Aquitaine,IZ,Hébergement et restauration,2020-07-07
Activite Partielle,1935.00,18485.00,8029690.00,1650.00,75,Nouvelle-Aquitaine,JZ,Information et communication,2020-07-07
Activite Partielle,4045.00,18245.00,8298555.00,3720.00,75,Nouvelle-Aquitaine,KZ,Act. financières et d'assurance,2020-07-07
Activite Partielle,3065.00,11560.00,5915045.00,2865.00,75,Nouvelle-Aquitaine,LZ,Activités immobilières,2020-07-07
Activite Partielle,16625.00,196805.00,73839565.00,15000.00,75,Nouvelle-Aquitaine,MN,Act. scientif. et tech. ; services admin. et de soutien,2020-07-07
Activite Partielle,10345.00,89155.00,30079660.00,9130.00,75,Nouvelle-Aquitaine,OQ,"Admin. publique - enseignement, santé humaine et action sociale",2020-07-07
Activite Partielle,14310.00,65885.00,24163890.00,11960.00,75,Nouvelle-Aquitaine,RU,Autres activités de services,2020-07-07
Activite Partielle,1830.00,6125.00,2572665.00,1665.00,76,Occitanie,AZ,"Agriculture, sylviculture et pêche",2020-07-07
Activite Partielle,3155.00,24690.00,11025455.00,2925.00,76,Occitanie,C1,Fabr. de denrées alimentaires - boissons et prod. à base de tabac de boissons et de produits à base de tabac,2020-07-07
Activite Partielle,670.00,19630.00,10277665.00,575.00,76,Occitanie,C3,Fabr. d'équipements ; fabrication de machines,2020-07-07
Activite Partielle,230.00,35460.00,14579845.00,195.00,76,Occitanie,C4,Fabrication de matériels de transport,2020-07-07
Activite Partielle,5095.00,71350.00,38998905.00,4555.00,76,Occitanie,C5,Fabrication d'autres produits indus.,2020-07-07
Activite Partielle,890.00,11705.00,5610510.00,835.00,76,Occitanie,DE,Industries extractives,2020-07-07
Activite Partielle,17205.00,118925.00,63746465.00,15950.00,76,Occitanie,FZ,Construction,2020-07-07
Activite Partielle,28575.00,175375.00,90695555.00,26590.00,76,Occitanie,GZ,Commerce,2020-07-07
Activite Partielle,3460.00,62765.00,29071280.00,3140.00,76,Occitanie,HZ,Transports et entreposage,2020-07-07
Activite Partielle,15320.00,91800.00,51745630.00,13675.00,76,Occitanie,IZ,Hébergement et restauration,2020-07-07
Activite Partielle,2270.00,30640.00,20030115.00,1945.00,76,Occitanie,JZ,Information et communication,2020-07-07
Activite Partielle,4090.00,17050.00,8423285.00,3825.00,76,Occitanie,KZ,Act. financières et d'assurance,2020-07-07
Activite Partielle,2990.00,11710.00,5810140.00,2795.00,76,Occitanie,LZ,Activités immobilières,2020-07-07
Activite Partielle,17290.00,208400.00,88248725.00,15720.00,76,Occitanie,MN,Act. scientif. et tech. ; services admin. et de soutien,2020-07-07
Activite Partielle,11080.00,101055.00,36749470.00,9835.00,76,Occitanie,OQ,"Admin. publique - enseignement, santé humaine et action sociale",2020-07-07
Activite Partielle,13605.00,73025.00,28932545.00,11615.00,76,Occitanie,RU,Autres activités de services,2020-07-07
Activite Partielle,1205.00,6335.00,2262115.00,1065.00,52,Pays de la Loire,AZ,"Agriculture, sylviculture et pêche",2020-07-07
Activite Partielle,1910.00,27475.00,11857140.00,1760.00,52,Pays de la Loire,C1,Fabr. de denrées alimentaires - boissons et prod. à base de tabac de boissons et de produits à base de tabac,2020-07-07
Activite Partielle,600.00,34080.00,15921645.00,515.00,52,Pays de la Loire,C3,Fabr. d'équipements ; fabrication de machines,2020-07-07
Activite Partielle,250.00,30260.00,13255275.00,220.00,52,Pays de la Loire,C4,Fabrication de matériels de transport,2020-07-07
Activite Partielle,4245.00,109130.00,54899635.00,3705.00,52,Pays de la Loire,C5,Fabrication d'autres produits indus.,2020-07-07
Activite Partielle,530.00,8385.00,3781440.00,510.00,52,Pays de la Loire,DE,Industries extractives,2020-07-07
Activite Partielle,10405.00,95435.00,52190075.00,9580.00,52,Pays de la Loire,FZ,Construction,2020-07-07
Activite Partielle,16095.00,119200.00,60603690.00,14940.00,52,Pays de la Loire,GZ,Commerce,2020-07-07
Activite Partielle,1900.00,52870.00,27328110.00,1730.00,52,Pays de la Loire,HZ,Transports et entreposage,2020-07-07
Activite Partielle,8315.00,51090.00,31084210.00,7415.00,52,Pays de la Loire,IZ,Hébergement et restauration,2020-07-07
Activite Partielle,1335.00,20340.00,8276985.00,1165.00,52,Pays de la Loire,JZ,Information et communication,2020-07-07
Activite Partielle,2300.00,14185.00,6120385.00,2100.00,52,Pays de la Loire,KZ,Act. financières et d'assurance,2020-07-07
Activite Partielle,1315.00,6495.00,2927435.00,1245.00,52,Pays de la Loire,LZ,Activités immobilières,2020-07-07
Activite Partielle,10830.00,186415.00,72971545.00,9855.00,52,Pays de la Loire,MN,Act. scientif. et tech. ; services admin. et de soutien,2020-07-07
Activite Partielle,6360.00,61785.00,21038050.00,5660.00,52,Pays de la Loire,OQ,"Admin. publique - enseignement, santé humaine et action sociale",2020-07-07
Activite Partielle,9825.00,48250.00,17883635.00,8215.00,52,Pays de la Loire,RU,Autres activités de services,2020-07-07
Activite Partielle,1195.00,4745.00,2148105.00,1090.00,93,Provence-Alpes-Côte d'Azur,AZ,"Agriculture, sylviculture et pêche",2020-07-07
Activite Partielle,2700.00,17455.00,8169645.00,2460.00,93,Provence-Alpes-Côte d'Azur,C1,Fabr. de denrées alimentaires - boissons et prod. à base de tabac de boissons et de produits à base de tabac,2020-07-07
Activite Partielle,5.00,60.00,23600.00,5.00,93,Provence-Alpes-Côte d'Azur,C2,Cokéfaction et raffinage,2020-07-07
Activite Partielle,460.00,9420.00,4175165.00,410.00,93,Provence-Alpes-Côte d'Azur,C3,Fabr. d'équipements ; fabrication de machines,2020-07-07
Activite Partielle,140.00,8195.00,3800840.00,120.00,93,Provence-Alpes-Côte d'Azur,C4,Fabrication de matériels de transport,2020-07-07
Activite Partielle,4445.00,50735.00,23771290.00,3915.00,93,Provence-Alpes-Côte d'Azur,C5,Fabrication d'autres produits indus.,2020-07-07
Activite Partielle,710.00,9965.00,3860420.00,650.00,93,Provence-Alpes-Côte d'Azur,DE,Industries extractives,2020-07-07
Activite Partielle,16605.00,103825.00,50300115.00,14925.00,93,Provence-Alpes-Côte d'Azur,FZ,Construction,2020-07-07
Activite Partielle,29650.00,172230.00,84526175.00,26975.00,93,Provence-Alpes-Côte d'Azur,GZ,Commerce,2020-07-07
Activite Partielle,4115.00,73715.00,34887875.00,3650.00,93,Provence-Alpes-Côte d'Azur,HZ,Transports et entreposage,2020-07-07
Activite Partielle,17985.00,115010.00,63805535.00,15665.00,93,Provence-Alpes-Côte d'Azur,IZ,Hébergement et restauration,2020-07-07
Activite Partielle,2210.00,20465.00,9664370.00,1900.00,93,Provence-Alpes-Côte d'Azur,JZ,Information et communication,2020-07-07
Activite Partielle,3635.00,17045.00,6772255.00,3315.00,93,Provence-Alpes-Côte d'Azur,KZ,Act. financières et d'assurance,2020-07-07
Activite Partielle,3960.00,14140.00,5805215.00,3615.00,93,Provence-Alpes-Côte d'Azur,LZ,Activités immobilières,2020-07-07
Activite Partielle,19040.00,194475.00,76878640.00,16835.00,93,Provence-Alpes-Côte d'Azur,MN,Act. scientif. et tech. ; services admin. et de soutien,2020-07-07
Activite Partielle,10955.00,88700.00,32218440.00,9590.00,93,Provence-Alpes-Côte d'Azur,OQ,"Admin. publique - enseignement, santé humaine et action sociale",2020-07-07
Activite Partielle,12990.00,65460.00,25209295.00,10845.00,93,Provence-Alpes-Côte d'Azur,RU,Autres activités de services,2020-07-07
Activite Partielle,5.00,15.00,2315.00,5.00,,,C1,Fabr. de denrées alimentaires - boissons et prod. à base de tabac de boissons et de produits à base de tabac,2020-07-07
Activite Partielle,15.00,70.00,17220.00,15.00,,,FZ,Construction,2020-07-07
Activite Partielle,45.00,135.00,21660.00,40.00,,,GZ,Commerce,2020-07-07
Activite Partielle,10.00,75.00,17070.00,10.00,,,HZ,Transports et entreposage,2020-07-07
Activite Partielle,20.00,75.00,24790.00,15.00,,,IZ,Hébergement et restauration,2020-07-07
Activite Partielle,20.00,75.00,16200.00,20.00,,,MN,Act. scientif. et tech. ; services admin. et de soutien,2020-07-07
Activite Partielle,5.00,45.00,6955.00,5.00,,,OQ,"Admin. publique - enseignement, santé humaine et action sociale",2020-07-07
Activite Partielle,25.00,40.00,7000.00,20.00,,,RU,Autres activités de services,2020-07-07
