dispositif,nombre_demandes_deposees,nombre_salaries_concernes,nombre_heures_demandees,nombre_etablissements_concernes,reg,libelle_region,code_section_nace17,libelle_section_nace17,date_maj
Activite Partielle,13390.00,61070.00,22154620.00,11800.00,75,Nouvelle-Aquitaine,RU,Autres activités de services,2020-06-02
Activite Partielle,1730.00,5745.00,2409435.00,1595.00,76,Occitanie,AZ,"Agriculture, sylviculture et pêche",2020-06-02
Activite Partielle,3010.00,23385.00,10550270.00,2860.00,76,Occitanie,C1,Fabr. de denrées alimentaires - boissons et prod. à base de tabac de boissons et de produits à base de tabac,2020-06-02
Activite Partielle,640.00,18355.00,9226795.00,560.00,76,Occitanie,C3,Fabr. d'équipements ; fabrication de machines,2020-06-02
Activite Partielle,220.00,25060.00,9638795.00,190.00,76,Occitanie,C4,Fabrication de matériels de transport,2020-06-02
Activite Partielle,4855.00,67085.00,36558610.00,4495.00,76,Occitanie,C5,Fabrication d'autres produits indus.,2020-06-02
Activite Partielle,850.00,11455.00,5246140.00,825.00,76,Occitanie,DE,Industries extractives,2020-06-02
Activite Partielle,16735.00,116070.00,61512260.00,15750.00,76,Occitanie,FZ,Construction,2020-06-02
Activite Partielle,27545.00,169345.00,85287820.00,26195.00,76,Occitanie,GZ,Commerce,2020-06-02
Activite Partielle,3265.00,59555.00,27311185.00,3080.00,76,Occitanie,HZ,Transports et entreposage,2020-06-02
Activite Partielle,14550.00,86520.00,46107785.00,13530.00,76,Occitanie,IZ,Hébergement et restauration,2020-06-02
Activite Partielle,2055.00,28465.00,18569290.00,1890.00,76,Occitanie,JZ,Information et communication,2020-06-02
Activite Partielle,3945.00,16255.00,8060085.00,3760.00,76,Occitanie,KZ,Act. financières et d'assurance,2020-06-02
Activite Partielle,2870.00,11100.00,5485880.00,2740.00,76,Occitanie,LZ,Activités immobilières,2020-06-02
Activite Partielle,16520.00,187205.00,76794680.00,15455.00,76,Occitanie,MN,Act. scientif. et tech. ; services admin. et de soutien,2020-06-02
Activite Partielle,10335.00,92445.00,32939640.00,9575.00,76,Occitanie,OQ,"Admin. publique - enseignement, santé humaine et action sociale",2020-06-02
Activite Partielle,12800.00,66300.00,25649895.00,11380.00,76,Occitanie,RU,Autres activités de services,2020-06-02
Activite Partielle,1115.00,5680.00,2284425.00,1010.00,52,Pays de la Loire,AZ,"Agriculture, sylviculture et pêche",2020-06-02
Activite Partielle,1795.00,24870.00,11085850.00,1725.00,52,Pays de la Loire,C1,Fabr. de denrées alimentaires - boissons et prod. à base de tabac de boissons et de produits à base de tabac,2020-06-02
Activite Partielle,550.00,32225.00,14204190.00,510.00,52,Pays de la Loire,C3,Fabr. d'équipements ; fabrication de machines,2020-06-02
Activite Partielle,235.00,26975.00,11655815.00,220.00,52,Pays de la Loire,C4,Fabrication de matériels de transport,2020-06-02
Activite Partielle,3960.00,101295.00,47738290.00,3660.00,52,Pays de la Loire,C5,Fabrication d'autres produits indus.,2020-06-02
Activite Partielle,515.00,8090.00,3427800.00,505.00,52,Pays de la Loire,DE,Industries extractives,2020-06-02
Activite Partielle,10115.00,92065.00,49479835.00,9510.00,52,Pays de la Loire,FZ,Construction,2020-06-02
Activite Partielle,15485.00,114100.00,56901775.00,14740.00,52,Pays de la Loire,GZ,Commerce,2020-06-02
Activite Partielle,1820.00,51195.00,24925665.00,1705.00,52,Pays de la Loire,HZ,Transports et entreposage,2020-06-02
Activite Partielle,7820.00,47930.00,26207645.00,7365.00,52,Pays de la Loire,IZ,Hébergement et restauration,2020-06-02
Activite Partielle,1245.00,19120.00,7393275.00,1145.00,52,Pays de la Loire,JZ,Information et communication,2020-06-02
Activite Partielle,2175.00,13435.00,5791220.00,2050.00,52,Pays de la Loire,KZ,Act. financières et d'assurance,2020-06-02
Activite Partielle,1260.00,6170.00,2764315.00,1210.00,52,Pays de la Loire,LZ,Activités immobilières,2020-06-02
Activite Partielle,10290.00,174050.00,59903360.00,9690.00,52,Pays de la Loire,MN,Act. scientif. et tech. ; services admin. et de soutien,2020-06-02
Activite Partielle,5990.00,58930.00,19443650.00,5540.00,52,Pays de la Loire,OQ,"Admin. publique - enseignement, santé humaine et action sociale",2020-06-02
Activite Partielle,9165.00,43540.00,15756585.00,8095.00,52,Pays de la Loire,RU,Autres activités de services,2020-06-02
Activite Partielle,1135.00,4550.00,2079800.00,1045.00,93,Provence-Alpes-Côte d'Azur,AZ,"Agriculture, sylviculture et pêche",2020-06-02
Activite Partielle,2585.00,16745.00,7579645.00,2415.00,93,Provence-Alpes-Côte d'Azur,C1,Fabr. de denrées alimentaires - boissons et prod. à base de tabac de boissons et de produits à base de tabac,2020-06-02
Activite Partielle,5.00,440.00,89265.00,5.00,93,Provence-Alpes-Côte d'Azur,C2,Cokéfaction et raffinage,2020-06-02
Activite Partielle,425.00,8930.00,3786485.00,400.00,93,Provence-Alpes-Côte d'Azur,C3,Fabr. d'équipements ; fabrication de machines,2020-06-02
Activite Partielle,130.00,7935.00,3428875.00,120.00,93,Provence-Alpes-Côte d'Azur,C4,Fabrication de matériels de transport,2020-06-02
Activite Partielle,4230.00,48305.00,20941370.00,3865.00,93,Provence-Alpes-Côte d'Azur,C5,Fabrication d'autres produits indus.,2020-06-02
Activite Partielle,675.00,9580.00,3602705.00,645.00,93,Provence-Alpes-Côte d'Azur,DE,Industries extractives,2020-06-02
Activite Partielle,16010.00,100155.00,48334580.00,14705.00,93,Provence-Alpes-Côte d'Azur,FZ,Construction,2020-06-02
Activite Partielle,28420.00,165155.00,78688095.00,26610.00,93,Provence-Alpes-Côte d'Azur,GZ,Commerce,2020-06-02
Activite Partielle,3865.00,70775.00,32117655.00,3585.00,93,Provence-Alpes-Côte d'Azur,HZ,Transports et entreposage,2020-06-02
Activite Partielle,16890.00,107210.00,55472240.00,15475.00,93,Provence-Alpes-Côte d'Azur,IZ,Hébergement et restauration,2020-06-02
Activite Partielle,2030.00,19225.00,8899970.00,1835.00,93,Provence-Alpes-Côte d'Azur,JZ,Information et communication,2020-06-02
Activite Partielle,3455.00,15870.00,6174720.00,3230.00,93,Provence-Alpes-Côte d'Azur,KZ,Act. financières et d'assurance,2020-06-02
Activite Partielle,3790.00,13265.00,5500935.00,3550.00,93,Provence-Alpes-Côte d'Azur,LZ,Activités immobilières,2020-06-02
Activite Partielle,18080.00,182510.00,68595860.00,16570.00,93,Provence-Alpes-Côte d'Azur,MN,Act. scientif. et tech. ; services admin. et de soutien,2020-06-02
Activite Partielle,10340.00,83200.00,28875175.00,9420.00,93,Provence-Alpes-Côte d'Azur,OQ,"Admin. publique - enseignement, santé humaine et action sociale",2020-06-02
Activite Partielle,12175.00,60805.00,23356870.00,10670.00,93,Provence-Alpes-Côte d'Azur,RU,Autres activités de services,2020-06-02
Activite Partielle,335.00,1530.00,704700.00,305.00,11,Île-de-France,AZ,"Agriculture, sylviculture et pêche",2020-06-02
Activite Partielle,3830.00,32200.00,15198715.00,3520.00,11,Île-de-France,C1,Fabr. de denrées alimentaires - boissons et prod. à base de tabac de boissons et de produits à base de tabac,2020-06-02
Activite Partielle,5.00,630.00,308145.00,5.00,11,Île-de-France,C2,Cokéfaction et raffinage,2020-06-02
Activite Partielle,1270.00,47815.00,19886515.00,1105.00,11,Île-de-France,C3,Fabr. d'équipements ; fabrication de machines,2020-06-02
Activite Partielle,260.00,76680.00,23892080.00,215.00,11,Île-de-France,C4,Fabrication de matériels de transport,2020-06-02
Activite Partielle,7715.00,105855.00,48813405.00,6840.00,11,Île-de-France,C5,Fabrication d'autres produits indus.,2020-06-02
Activite Partielle,990.00,24245.00,9708895.00,930.00,11,Île-de-France,DE,Industries extractives,2020-06-02
Activite Partielle,37840.00,324600.00,152340925.00,33070.00,11,Île-de-France,FZ,Construction,2020-06-02
Activite Partielle,59790.00,496840.00,220997035.00,54425.00,11,Île-de-France,GZ,Commerce,2020-06-02
Activite Partielle,11990.00,335735.00,137776555.00,10490.00,11,Île-de-France,HZ,Transports et entreposage,2020-06-02
Activite Partielle,39930.00,359605.00,205636270.00,35305.00,11,Île-de-France,IZ,Hébergement et restauration,2020-06-02
Activite Partielle,13090.00,192910.00,77098040.00,11565.00,11,Île-de-France,JZ,Information et communication,2020-06-02
Activite Partielle,7370.00,54600.00,21359155.00,6775.00,11,Île-de-France,KZ,Act. financières et d'assurance,2020-06-02
Activite Partielle,7755.00,39765.00,17014885.00,7105.00,11,Île-de-France,LZ,Activités immobilières,2020-06-02
Activite Partielle,48480.00,793830.00,323141945.00,43310.00,11,Île-de-France,MN,Act. scientif. et tech. ; services admin. et de soutien,2020-06-02
Activite Partielle,19105.00,186590.00,64989850.00,17310.00,11,Île-de-France,OQ,"Admin. publique - enseignement, santé humaine et action sociale",2020-06-02
Activite Partielle,28285.00,204105.00,74457725.00,24320.00,11,Île-de-France,RU,Autres activités de services,2020-06-02
Activite Partielle,5.00,15.00,2315.00,5.00,,,C1,Fabr. de denrées alimentaires - boissons et prod. à base de tabac de boissons et de produits à base de tabac,2020-06-02
Activite Partielle,15.00,70.00,17050.00,15.00,,,FZ,Construction,2020-06-02
Activite Partielle,45.00,135.00,21055.00,40.00,,,GZ,Commerce,2020-06-02
Activite Partielle,10.00,45.00,10650.00,10.00,,,HZ,Transports et entreposage,2020-06-02
Activite Partielle,20.00,60.00,17950.00,15.00,,,IZ,Hébergement et restauration,2020-06-02
Activite Partielle,20.00,75.00,16380.00,20.00,,,MN,Act. scientif. et tech. ; services admin. et de soutien,2020-06-02
Activite Partielle,5.00,45.00,6625.00,5.00,,,OQ,"Admin. publique - enseignement, santé humaine et action sociale",2020-06-02
Activite Partielle,25.00,40.00,6715.00,20.00,,,RU,Autres activités de services,2020-06-02
